name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Jahad Thomas,18,0.084,0.085,0.647,0.01,0.022000000000000002,1,2015-16
Mark Cornelius,11,0.135,0.146,0.7,0.04,0.091,1,2015-16
Dontavious Smith,9,0.153,0.08800000000000001,0.33299999999999996,0,0,NA,2015-16
Josh Gantz,9,0.10400000000000001,0.083,0.429,0,0,NA,2015-16
Tyler Livingston,8,0.14300000000000002,0.152,0.7140000000000001,0,0,NA,2015-16
Logan Primerano,4,0.059000000000000004,0.091,1,0.024,0,0,2015-16
Ryan Jones,4,0.02,0.037000000000000005,1,0.03,0,0,2015-16
Keith Hayes Ii,2,0,0,NA,0.14300000000000002,0,0,2015-16
Matt Harris,1,0.016,0.026000000000000002,1,0,0,NA,2015-16
Isaac White,1,0,0,NA,0,0,NA,2015-16
Total,67,0.08,0.081,0.618,0.017,0.013999999999999999,0.33299999999999996,2015-16
