shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.285,0.596,0.083,0.65,2016-17,Elon
2pt Jumpers,0.32,0.387,0.031,0.39899999999999997,2016-17,Elon
3pt Shots,0.395,0.319,0.011000000000000001,0.32299999999999995,2016-17,Elon
