name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Nate Grimes,34,0.287,0.29,0.667,0.1,0.13,0.5,2019-20
Orlando Robinson,24,0.24,0.20800000000000002,0.625,0,0,NA,2019-20
Niven Hart,8,0.102,0.086,0.5,0.067,0,0,2019-20
Aguir Agau,4,0.138,0.105,0.5,0,0,NA,2019-20
Jarred Hyder,4,0,0,NA,0.053,0.095,0.667,2019-20
New Williams,4,0.035,0.033,0.5,0.034,0,0,2019-20
Jordan Campbell,2,0.091,0.1,0.5,0,0,NA,2019-20
Anthony Holland,2,0.182,0.25,0.5,0,NA,NA,2019-20
Noah Blackwell,2,0,0,NA,0.067,0,0,2019-20
Assane Diouf,2,0.125,0,0,0.071,0,0,2019-20
Chris Seeley,1,NA,NA,NA,0.071,0,0,2019-20
Lazaro Rojas,1,0.2,0,0,0,0,NA,2019-20
Total,88,0.14300000000000002,0.138,0.594,0.040999999999999995,0.038,0.312,2019-20
