name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Jahlil Tripp,15,0.087,0.127,0.909,0.068,0.077,0.5,2018-19,Pacific
Anthony Townes,15,0.096,0.109,0.7,0.061,0.069,0.4,2018-19,Pacific
Zach Cameron,11,0.2,0.24,0.667,0.11800000000000001,0.25,0.5,2018-19,Pacific
Jeremiah Bailey,6,0.16699999999999998,0.25,0.667,0,0,NA,2018-19,Pacific
Brandon McGhee,5,0.14300000000000002,0.125,0.5,0.055999999999999994,0,0,2018-19,Pacific
Roberto Gallinat,4,0.04,0.024,0.33299999999999996,0,0,NA,2018-19,Pacific
Kendall Small,2,0.031,0,0,0.02,0,0,2018-19,Pacific
Lafayette Dorsey,2,0.012,0,0,0.012,0.034,1,2018-19,Pacific
PRICE,2,0.034,0.125,1,0.077,0.2,1,2018-19,Pacific
Ajare Sanni,2,0.028999999999999998,0.059000000000000004,1,0.021,0.083,1,2018-19,Pacific
Total,64,0.075,0.09300000000000001,0.6809999999999999,0.033,0.048,0.5,2018-19,Pacific
