shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.33,0.601,0.105,0.672,2012-13,Duquesne
2pt Jumpers,0.325,0.37,0.065,0.396,2012-13,Duquesne
3pt Shots,0.345,0.379,0.008,0.382,2012-13,Duquesne
