name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Trevion Williams,48,0.253,0.25,0.632,0.071,0.036000000000000004,0.2,2019-20,Purdue
Evan Boudreaux,18,0.302,0.3,0.562,0.059000000000000004,0,0,2019-20,Purdue
Matt Haarms,17,0.16899999999999998,0.14800000000000002,0.6920000000000001,0.053,0.038,0.25,2019-20,Purdue
Aaron Wheeler,11,0.18899999999999997,0.188,0.429,0.3,NA,0,2019-20,Purdue
Hunter Eric,5,0.013000000000000001,0,0,0.035,0.03,0.33299999999999996,2019-20,Purdue
Nojel Eastern,5,0.069,0.028999999999999998,0.25,0.01,0,0,2019-20,Purdue
Emmanuel Dowuona,3,0.33299999999999996,0.25,0.5,0.14300000000000002,0,0,2019-20,Purdue
Jahaad Proctor,2,0.026000000000000002,0.049,1,0,0,NA,2019-20,Purdue
Isaiah Thompson,2,0,0,NA,0.028999999999999998,0.091,1,2019-20,Purdue
Sasha Stefanovic,1,0,0,NA,0.04,0.14300000000000002,1,2019-20,Purdue
Total,112,0.139,0.139,0.59,0.044000000000000004,0.028999999999999998,0.231,2019-20,Purdue
