shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.317,0.672,0.075,0.727,2018-19
2pt Jumpers,0.292,0.345,0.079,0.375,2018-19
3pt Shots,0.391,0.32,0.008,0.32299999999999995,2018-19
