name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
D.J. Jones,20,0.231,0.294,0.667,0.027000000000000003,0.038,0.5,2019-20
Evins Desir,15,0.08,0.114,0.889,0.09,0.138,0.667,2019-20
Bryce Moragne,11,0.192,0.25,0.9,0.015,0.042,1,2019-20
M.J. Randolph,10,0.062,0.061,0.625,0.02,0.054000000000000006,1,2019-20
Brendon Myles,7,0.25,0.133,0.33299999999999996,0.019,0,0,2019-20
Melton Rod,6,0.039,0.048,0.667,0.01,0,0,2019-20
Randall Leath,1,0.25,0,0,0,NA,NA,2019-20
Nasir Core,1,0.024,0.04,1,0,0,NA,2019-20
Jamir Williams,1,0,0,NA,0,0,NA,2019-20
Haric Murray,1,0.5,1,1,0,NA,NA,2019-20
Total,73,0.10099999999999999,0.11800000000000001,0.7040000000000001,0.022000000000000002,0.038,0.6,2019-20
