start_of_poss,percent_of_initial_attempts,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_shots_2pt_jumpers,fg_percent_2pt_jumpers,percent_shots_3pt,fg_percent_3pt,season
"Rebound, 0-10 s",0.11199999999999999,0.5710000000000001,0.505,0.625,0.121,0.478,0.374,0.35200000000000004,2015-16
"Rebound, 11-30 s",0.249,0.531,0.434,0.59,0.301,0.34600000000000003,0.265,0.429,2015-16
"Opp score, 0-10 s",0.048,0.494,0.40700000000000003,0.636,0.14800000000000002,0.083,0.444,0.33299999999999996,2015-16
"Opp score, 11-30 s",0.38,0.47700000000000004,0.387,0.51,0.273,0.318,0.34,0.379,2015-16
"Steal, 0-10 s",0.066,0.603,0.723,0.728,0.098,0.091,0.179,0.25,2015-16
"Steal, 11-30 s",0.022000000000000002,0.355,0.342,0.615,0.316,0.083,0.342,0.231,2015-16
Transition,0.226,0.564,0.5479999999999999,0.667,0.12,0.28300000000000003,0.332,0.331,2015-16
