name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Tyler Cavanaugh,33,0.21600000000000003,0.209,0.6,0.021,0,0,2016-17,GeorgeWashington
Arnaldo Toro,20,0.27399999999999997,0.364,0.706,0.065,0,0,2016-17,GeorgeWashington
Yuta Watanabe,16,0.149,0.196,0.9,0.043,0.065,0.6,2016-17,GeorgeWashington
Collin Smith,12,0.19,0.14300000000000002,0.455,0.015,0,0,2016-17,GeorgeWashington
Patrick Steeves,9,0.152,0.161,0.7140000000000001,0.027000000000000003,0,0,2016-17,GeorgeWashington
Kevin Marfo,9,0.2,0.28600000000000003,0.5710000000000001,0.222,0.5,0.5,2016-17,GeorgeWashington
Jordan Roland,3,0.071,0.048,0.5,0.019,0.042,1,2016-17,GeorgeWashington
Jair Bolden,3,0.125,0.3,1,0,0,NA,2016-17,GeorgeWashington
Matt Hart,2,0.111,0.14300000000000002,0.5,0,0,NA,2016-17,GeorgeWashington
Jaren Sina,2,0,0,NA,0,0,NA,2016-17,GeorgeWashington
Collin Goss,1,0.14300000000000002,0.2,1,0,0,NA,2016-17,GeorgeWashington
Total,110,0.174,0.198,0.6559999999999999,0.025,0.02,0.294,2016-17,GeorgeWashington
