shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.308,0.665,0.071,0.716,2011-12
2pt Jumpers,0.381,0.366,0.063,0.391,2011-12
3pt Shots,0.311,0.335,0.013000000000000001,0.33899999999999997,2011-12
