name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Avery Sullivan,29,0.155,0.16699999999999998,0.652,0.040999999999999995,0.052000000000000005,0.5,2019-20,LamarUniversity
T.J. Atwood,29,0.12300000000000001,0.109,0.6,0.044000000000000004,0.06,0.556,2019-20,LamarUniversity
David Muoka,19,0.261,0.21100000000000002,0.444,0.042,0.14300000000000002,1,2019-20,LamarUniversity
Anderson Kopp,6,0.16,0.133,0.5,0.047,0,0,2019-20,LamarUniversity
Corey Nickerson,5,0.14300000000000002,0.154,0.667,0.105,0.14300000000000002,0.5,2019-20,LamarUniversity
V.J. Holmes,4,0.015,0.026000000000000002,1,0.045,0,0,2019-20,LamarUniversity
Davion Buster,4,0,0,NA,0.046,0,0,2019-20,LamarUniversity
Ellis Jefferson,3,0.038,0.03,0.5,0.028999999999999998,0.077,1,2019-20,LamarUniversity
Anthony Cameron,2,0.28600000000000003,0.25,0.5,0,NA,NA,2019-20,LamarUniversity
Dylan Morrison,1,0.16699999999999998,0.33299999999999996,1,0,NA,NA,2019-20,LamarUniversity
Total,102,0.10300000000000001,0.10300000000000001,0.5870000000000001,0.043,0.051,0.423,2019-20,LamarUniversity
