shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.439,0.602,0.063,0.643,2018-19,UMassLowell
2pt Jumpers,0.205,0.373,0.053,0.39399999999999996,2018-19,UMassLowell
3pt Shots,0.35600000000000004,0.311,0.012,0.314,2018-19,UMassLowell
