name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Mattias Markusson,25,0.19699999999999998,0.22,0.7829999999999999,0.019,0,0,2018-19
Dameane Douglas,15,0.11699999999999999,0.114,0.615,0.043,0,0,2018-19
Eli Scott,13,0.11,0.11900000000000001,0.636,0.039,0,0,2018-19
Petr Herman,11,0.17800000000000002,0.152,0.625,0.067,0.1,0.5,2018-19
Zafir Williams,11,0.138,0.129,0.444,0.038,0.036000000000000004,0.5,2018-19
Jordan Bell,6,0.139,0.105,0.4,0.045,0.14300000000000002,1,2018-19
James Batemon,4,0.013999999999999999,0.013000000000000001,0.5,0.009000000000000001,0.021,1,2018-19
Joe Quintana,4,0.105,0.11800000000000001,0.5,0,0,NA,2018-19
Jeffery McClendon,4,0.057999999999999996,0,0,0,0,NA,2018-19
Donald Gipson,3,0.3,0,0,0,0,NA,2018-19
Ivan Alipiev,2,0.222,0.25,0.5,0,0,NA,2018-19
Total,98,0.11199999999999999,0.111,0.5710000000000001,0.024,0.02,0.33299999999999996,2018-19
