name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Nana Foulland,26,0.168,0.149,0.565,0.025,0.019,0.33299999999999996,2014-15
Cory Starkey,15,0.156,0.17600000000000002,0.6,0.16699999999999998,0.091,0.2,2014-15
Dom Hoffman,14,0.28300000000000003,0.217,0.385,0.013999999999999999,0.033,1,2014-15
D.J. MacLeay,11,0.16899999999999998,0.152,0.455,0,0,NA,2014-15
Chris Hass,8,0.07400000000000001,0.106,0.833,0.006999999999999999,0,0,2014-15
Ben Oberfeld,5,0.23800000000000002,0.16699999999999998,0.4,0,0,NA,2014-15
Zach Thomas,4,0.083,0.083,0.5,0,0,NA,2014-15
Stephen Brown,2,0.015,0,0,0.125,0,0,2014-15
Ryan Frazier,1,0.022000000000000002,0,0,0,0,NA,2014-15
J.C. Show,1,0,0,NA,0,0,NA,2014-15
Total,87,0.106,0.105,0.514,0.021,0.015,0.273,2014-15
