name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Mason Ramsey,29,0.192,0.17800000000000002,0.542,0.059000000000000004,0.049,0.4,2016-17,TennesseeTech
Micaiah Henry,18,0.34700000000000003,0.33299999999999996,0.588,0.03,0,0,2016-17,TennesseeTech
Kajon Mack,18,0.147,0.24600000000000002,0.875,0.027000000000000003,0.028999999999999998,0.5,2016-17,TennesseeTech
Courtney Alexander II,13,0.244,0.14300000000000002,0.273,0.16699999999999998,0.16699999999999998,0.5,2016-17,TennesseeTech
Jacardo Hawkins,10,0.225,0.28600000000000003,0.667,0.071,0.16699999999999998,1,2016-17,TennesseeTech
Colton Blevins,7,0.278,0.25,0.4,0.222,0.14300000000000002,0.5,2016-17,TennesseeTech
Stephaun Adams,5,0.067,0.067,0.5,0.071,0.25,0.5,2016-17,TennesseeTech
Curtis Phillips,5,0.049,0.091,1,0.054000000000000006,0,0,2016-17,TennesseeTech
Hakeem Rogers,4,0.022000000000000002,0.02,0.5,0.042,0.16699999999999998,1,2016-17,TennesseeTech
Aleksa Jugovic,4,0,0,NA,0.052000000000000005,0.095,0.667,2016-17,TennesseeTech
Markell Henderson,4,0.077,0.133,1,0.083,0,0,2016-17,TennesseeTech
Total,117,0.126,0.14400000000000002,0.604,0.055,0.062,0.455,2016-17,TennesseeTech
