name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Brandon Horvath,21,0.147,0.17300000000000001,0.737,0.03,0,0,2019-20,UMBC
Daniel Akin,13,0.114,0.131,0.667,0.042,0,0,2019-20,UMBC
Dimitrije Spasojevic,9,0.08,0.1,0.778,0,0,NA,2019-20,UMBC
Keondre Kennedy,8,0.16699999999999998,0.133,0.5710000000000001,0.04,0.14300000000000002,1,2019-20,UMBC
K.J. Jackson,7,0.031,0.05,0.8,0,0,NA,2019-20,UMBC
R.J. Eytle-Rock,5,0.062,0.114,0.8,0,0,NA,2019-20,UMBC
Ricky Council,3,0.154,0.25,0.5,0.077,0,0,2019-20,UMBC
L.J. Owens,3,0,0,NA,0.028999999999999998,0.067,1,2019-20,UMBC
Jack Schwietz,1,0.083,0.111,1,0,NA,NA,2019-20,UMBC
Arkel Lamar,1,0.33299999999999996,0,0,0,0,NA,2019-20,UMBC
Max Curran,1,0.077,0,0,0,NA,NA,2019-20,UMBC
Nathan Johnson,1,0.111,0,0,0,0,NA,2019-20,UMBC
Total,73,0.085,0.10300000000000001,0.6829999999999999,0.016,0.018000000000000002,0.5,2019-20,UMBC
