shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.36200000000000004,0.563,0.149,0.6609999999999999,2015-16,Towson
2pt Jumpers,0.298,0.32799999999999996,0.085,0.358,2015-16,Towson
3pt Shots,0.341,0.344,0.023,0.35200000000000004,2015-16,Towson
