name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Kyle Davis,36,0.244,0.278,0.625,0.09300000000000001,0.17600000000000002,0.75,2013-14,UtahSt.
Jarred Shaw,21,0.14,0.084,0.368,0.011000000000000001,0.027000000000000003,1,2013-14,UtahSt.
Spencer Butterfield,16,0.19699999999999998,0.22,0.6920000000000001,0.011000000000000001,0,0,2013-14,UtahSt.
Jordan Stone,12,0.23399999999999999,0.2,0.545,0.25,0,0,2013-14,UtahSt.
Jalen Moore,9,0.11800000000000001,0.14300000000000002,0.833,0.079,0.059000000000000004,0.33299999999999996,2013-14,UtahSt.
Danny Berger,6,0.152,0.188,0.6,0,0,NA,2013-14,UtahSt.
Preston Medlin,3,0.034,0,0,0.011000000000000001,0.032,1,2013-14,UtahSt.
Marcel Davis,3,0.031,0.055999999999999994,1,0.053,0,0,2013-14,UtahSt.
Tenale Roland,2,0.028999999999999998,0,0,0.05,0.14300000000000002,1,2013-14,UtahSt.
Total,108,0.146,0.146,0.5670000000000001,0.026000000000000002,0.038,0.5329999999999999,2013-14,UtahSt.
