name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Andrew Eudy,17,0.168,0.153,0.562,0.008,0.017,1,2018-19,Campbell
Ja'Cor Nelson,13,0.106,0.10400000000000001,0.583,0.026000000000000002,0,0,2018-19,Campbell
Isaac Chatman,11,0.128,0.135,0.7,0.042,0,0,2018-19,Campbell
Cory Gensler,6,0.098,0.106,0.833,0,0,NA,2018-19,Campbell
Chris Clemons,6,0.03,0.032,0.667,0,0,NA,2018-19,Campbell
Brooks Cluxton,5,0.2,0.083,0.25,0.1,0.14300000000000002,1,2018-19,Campbell
Trey Spencer,3,0.059000000000000004,0.111,1,0.043,0,0,2018-19,Campbell
Jordan Whitfield,1,0,0,NA,0,0,NA,2018-19,Campbell
Ricky Clemons,1,0.25,0.5,1,0,NA,NA,2018-19,Campbell
Noah Saunders,1,0.2,0,0,0,NA,NA,2018-19,Campbell
Milos Stajcic,1,0,0,NA,0.33299999999999996,1,1,2018-19,Campbell
Total,65,0.091,0.08800000000000001,0.614,0.016,0.019,0.5,2018-19,Campbell
