name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Joshua Morgan,22,0.13699999999999998,0.129,0.6920000000000001,0.10099999999999999,0.111,0.556,2019-20
Jordan Roberts,11,0.17300000000000001,0.172,0.556,0.024,0.043,0.5,2019-20
Chance Hunter,11,0.052000000000000005,0.08800000000000001,1,0.047,0.06,0.5,2019-20
Romelle Mansel,7,0.08800000000000001,0.08800000000000001,0.6,0.040999999999999995,0,0,2019-20
Michael Carter III,6,0.055,0.06,0.6,0.012,0,0,2019-20
Drew Cobb,4,0.043,0.071,1,0.043,0.111,1,2019-20
Trever Irish,2,0.05,0,0,0.019,0,0,2019-20
Breyon Jackson,1,0,0,NA,0.14300000000000002,0,0,2019-20
Jordan Griffin,1,0,0,NA,0,0,NA,2019-20
Colin Slater,1,0,0,NA,0.008,0,0,2019-20
Jeffrey Yan,1,0.33299999999999996,0.5,1,0,0,NA,2019-20
Total,67,0.076,0.08800000000000001,0.6829999999999999,0.035,0.040999999999999995,0.44,2019-20
