name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Jubrile Belo,18,0.105,0.094,0.611,0,0,NA,2019-20,MontanaSt.
Devin Kirby,12,0.182,0.19399999999999998,0.6,0.051,0,0,2019-20,MontanaSt.
Finn Fleute,6,0.316,0.2,0.33299999999999996,0,0,NA,2019-20,MontanaSt.
Borja Fernandez,5,0.087,0.037000000000000005,0.25,0.024,0,0,2019-20,MontanaSt.
Amin Adamu,5,0.017,0.026000000000000002,1,0.019,0.036000000000000004,0.667,2019-20,MontanaSt.
Harald Frey,4,0.028999999999999998,0.034,0.667,0.012,0,0,2019-20,MontanaSt.
Zeke Quinlan,4,0.08800000000000001,0.125,0.667,0.091,0,0,2019-20,MontanaSt.
Ladan Ricketts,2,0.125,0.16699999999999998,1,0,0,NA,2019-20,MontanaSt.
Caleb Bellach,1,0.1,0.33299999999999996,1,0,0,NA,2019-20,MontanaSt.
Mychael Paulo,1,0.016,0,0,0,0,NA,2019-20,MontanaSt.
Total,58,0.077,0.073,0.5710000000000001,0.018000000000000002,0.012,0.25,2019-20,MontanaSt.
