name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Rafael Maia,28,0.183,0.25,0.8079999999999999,0.08,0,0,2014-15
Cedric Kuakumensah,20,0.209,0.25,0.667,0.019,0,0,2014-15
Jason Massey,9,0.36,0.294,0.556,0,0,NA,2014-15
Dockery Walker,8,0.14800000000000002,0.133,0.5,0,0,NA,2014-15
Steven Spieth,7,0.07400000000000001,0.04,0.28600000000000003,0,0,NA,2014-15
Leland King,6,0.076,0.111,1,0,0,NA,2014-15
Tavon Blackmon,3,0.018000000000000002,0.022000000000000002,0.5,0.012,0,0,2014-15
Patrick Triplett,2,0.071,0,0,0.083,0,0,2014-15
JR Hobbie,1,0,0,NA,0,0,NA,2014-15
Miki Ljuboja,1,1,1,1,NA,NA,NA,2014-15
Total,85,0.124,0.14800000000000002,0.662,0.013000000000000001,0,0,2014-15
