shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.401,0.586,0.109,0.6579999999999999,2019-20,FairleighDickinson
2pt Jumpers,0.192,0.391,0.032,0.40399999999999997,2019-20,FairleighDickinson
3pt Shots,0.406,0.34299999999999997,0.004,0.344,2019-20,FairleighDickinson
