shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.39899999999999997,0.615,0.055,0.6509999999999999,2015-16,AlabamaA&M
2pt Jumpers,0.276,0.381,0.052000000000000005,0.402,2015-16,AlabamaA&M
3pt Shots,0.325,0.327,0.004,0.32899999999999996,2015-16,AlabamaA&M
