name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
James Thompson IV,62,0.314,0.312,0.738,0.011000000000000001,0.026000000000000002,1,2015-16,EasternMich.
Brandon Nazione,14,0.10099999999999999,0.096,0.5710000000000001,0,0,NA,2015-16,EasternMich.
Tim Bond,13,0.109,0.132,0.75,0.013000000000000001,0,0,2015-16,EasternMich.
Jordan Martin,7,0.312,0.125,0.2,0.222,1,0.5,2015-16,EasternMich.
Jordan Nobles,7,0.318,0.389,1,0,0,NA,2015-16,EasternMich.
Ty Toney,6,0.043,0.078,1,0,0,NA,2015-16,EasternMich.
Raven Lee,5,0.040999999999999995,0.025,0.33299999999999996,0.013999999999999999,0,0,2015-16,EasternMich.
Blake Brown,4,0.444,0.667,1,NA,NA,NA,2015-16,EasternMich.
Willie Mangum IV,2,0.025,0.025,0.5,0,0,NA,2015-16,EasternMich.
Trent Perry,1,0.33299999999999996,0,0,0,0,NA,2015-16,EasternMich.
Jodan Price,1,0,0,NA,0.042,0,0,2015-16,EasternMich.
Ethan Alvano,1,0.04,0.083,1,0,0,NA,2015-16,EasternMich.
Total,123,0.141,0.165,0.716,0.011000000000000001,0.011000000000000001,0.33299999999999996,2015-16,EasternMich.
