name,fga,ts_percent,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_assisted_at_rim,percent_shots_2pt_j,fg_percent_2pt_jumpers,percent_assisted_2pt_j,percent_of_shots_3pt,x3fg_percent,percent_assisted_3s,fta_fga,ft_percent,season
Phil Valenti,366,0.5670000000000001,0.529,0.434,0.5720000000000001,0.516,0.235,0.37200000000000005,0.6559999999999999,0.331,0.38799999999999996,0.9359999999999999,0.33299999999999996,0.77,2015-16
Kassius Robertson,350,0.585,0.56,0.254,0.517,0.13,0.13699999999999998,0.43799999999999994,0.095,0.609,0.40399999999999997,0.895,0.28600000000000003,0.73,2015-16
Malcolm McMillan,313,0.583,0.48700000000000004,0.45,0.518,0.096,0.14400000000000002,0.4,0.055999999999999994,0.406,0.32299999999999995,0.6829999999999999,0.696,0.83,2015-16
Jermaine Crumpton,268,0.521,0.496,0.29100000000000004,0.59,0.457,0.313,0.35700000000000004,0.5670000000000001,0.396,0.358,0.9209999999999999,0.254,0.691,2015-16
Kevin Bleeker,190,0.53,0.49700000000000005,0.5579999999999999,0.575,0.6559999999999999,0.174,0.242,0.5,0.268,0.33299999999999996,1,0.258,0.755,2015-16
Chris Atkinson,139,0.369,0.32,0.237,0.33299999999999996,0.182,0.10099999999999999,0.35700000000000004,0.2,0.662,0.207,0.632,0.252,0.743,2015-16
Jamal Reynolds,115.99999999999999,0.523,0.478,0.9570000000000001,0.47700000000000004,0.509,0.026000000000000002,0.33299999999999996,0,0.017,0.5,1,0.7929999999999999,0.609,2015-16
Keifer Douse,96,0.42200000000000004,0.406,0.583,0.5,0.35700000000000004,0.146,0.35700000000000004,0,0.271,0.154,1,0.20800000000000002,0.55,2015-16
Isaiah Gurley,77,0.47800000000000004,0.429,0.23399999999999999,0.33299999999999996,0,0.11699999999999999,0.33299999999999996,0.667,0.649,0.32,0.875,0.325,0.76,2015-16
Cassidy Ryan,65,0.527,0.523,0.369,0.542,0.385,0.262,0.353,0.5,0.369,0.41700000000000004,1,0.10800000000000001,0.5710000000000001,2015-16
Adam Weir,25,0.377,0.38,0.12,0.667,0.5,0.04,0,NA,0.84,0.23800000000000002,1,0.24,0.33299999999999996,2015-16
Ronnie Gombe,6,0.21600000000000005,0.16699999999999998,0.5,0.33299999999999996,1,0.5,0,NA,0,NA,NA,0.33299999999999996,0.5,2015-16
Raven Owen,3,0.5,0.5,0,NA,NA,0,NA,NA,1,0.33299999999999996,1,0,NA,2015-16
Total,2014,0.533,0.49,0.408,0.525,0.387,0.177,0.361,0.395,0.415,0.341,0.87,0.369,0.741,2015-16
