shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.374,0.616,0.1,0.684,2012-13
2pt Jumpers,0.306,0.37200000000000005,0.043,0.38799999999999996,2012-13
3pt Shots,0.32,0.34600000000000003,0.009000000000000001,0.349,2012-13
