shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.336,0.542,0.113,0.611,2015-16
2pt Jumpers,0.287,0.376,0.057999999999999996,0.39899999999999997,2015-16
3pt Shots,0.376,0.373,0.006999999999999999,0.376,2015-16
