name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Jhivvan Jackson,15,0.027000000000000003,0.016,0.33299999999999996,0.038,0.038,0.444,2019-20,UTSA
Byron Frohnen,10,0.14300000000000002,0.135,0.5,0,0,NA,2019-20,UTSA
Jacob Germany,9,0.09699999999999999,0.09300000000000001,0.7140000000000001,0.033,0,0,2019-20,UTSA
Atem Bior,9,0.113,0.111,0.5710000000000001,0.053,0.091,0.5,2019-20,UTSA
Keaton Wallace,7,0.019,0.035,1,0.027000000000000003,0.036000000000000004,0.5,2019-20,UTSA
Adrian Rodriguez,7,0.28,0.231,0.429,0,0,NA,2019-20,UTSA
Luka Barisic ,5,0.08199999999999999,0.08800000000000001,0.75,0.025,0.067,1,2019-20,UTSA
Phoenix Ford,5,0.5,0.667,0.5,0.5,NA,0,2019-20,UTSA
Knox Hellums ,3,0.061,0.111,1,0.062,0,0,2019-20,UTSA
Erik Czumbel,2,0.07400000000000001,0.083,0.5,0,0,NA,2019-20,UTSA
Adokiye Iyaye,1,0.1,0,0,0,NA,NA,2019-20,UTSA
Total,73,0.084,0.084,0.5710000000000001,0.033,0.036000000000000004,0.4,2019-20,UTSA
