name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Dwight Wilson,35,0.21,0.263,0.897,0.068,0.059000000000000004,0.33299999999999996,2018-19
Zach Jacobs,13,0.297,0.28,0.636,0.077,0,0,2018-19
Matt Lewis,10,0.069,0.036000000000000004,0.25,0.015,0.02,0.5,2018-19
Develle Phillips,8,0.13699999999999998,0.121,0.5710000000000001,0.071,0.25,1,2018-19
Darius Banks,8,0.05,0.079,0.833,0.019,0.053,1,2018-19
Greg Jones,7,0.179,0.158,0.6,0.11800000000000001,0.16699999999999998,0.5,2018-19
Deshon Parker,5,0.057999999999999996,0.037000000000000005,0.33299999999999996,0.042,0,0,2018-19
Stuckey Mosley,3,0.01,0,0,0.016,0,0,2018-19
Antanee Pinkard,2,0.154,0,0,0,NA,NA,2018-19
Total,91,0.10800000000000001,0.126,0.667,0.035,0.035,0.353,2018-19
