start_of_poss,percent_of_initial_attempts,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_shots_2pt_jumpers,fg_percent_2pt_jumpers,percent_shots_3pt,fg_percent_3pt,season
"Rebound, 0-10 s",0.183,0.406,0.319,0.545,0.24600000000000002,0.191,0.435,0.28300000000000003,2019-20
"Rebound, 11-30 s",0.158,0.40399999999999997,0.326,0.474,0.34299999999999997,0.305,0.331,0.29100000000000004,2019-20
"Opp score, 0-10 s",0.052000000000000005,0.48700000000000004,0.256,0.55,0.308,0.375,0.436,0.353,2019-20
"Opp score, 11-30 s",0.41600000000000004,0.452,0.306,0.5,0.34600000000000003,0.373,0.348,0.326,2019-20
"Steal, 0-10 s",0.038,0.7240000000000001,0.638,0.838,0.121,0.28600000000000003,0.24100000000000002,0.429,2019-20
"Steal, 11-30 s",0.021,0.532,0.452,0.429,0.355,0.545,0.19399999999999998,0.5,2019-20
Transition,0.273,0.466,0.35200000000000004,0.621,0.24,0.242,0.408,0.31,2019-20
