name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Kevin Bradshaw,24,0.273,0.209,0.5,0.087,0.136,0.5,2011-12,UCRiverside
Bj Shearry,21,0.295,0.205,0.444,0.035,0,0,2011-12,UCRiverside
Phil Martin,16,0.069,0.053,0.5,0.032,0.053,0.5710000000000001,2011-12,UCRiverside
Elliott Berry,11,0.364,0.2,0.375,0.026000000000000002,0,0,2011-12,UCRiverside
David Chavarria,8,0.22899999999999998,0.3,0.75,0,0,NA,2011-12,UCRiverside
Kareem Nitoto,4,0.052000000000000005,0.061,0.667,0.01,0,0,2011-12,UCRiverside
Tj Burke,4,0.16699999999999998,0,0,0.105,0.14300000000000002,0.5,2011-12,UCRiverside
Harrison Gaines,3,0,0,NA,0.046,0.036000000000000004,0.33299999999999996,2011-12,UCRiverside
Robert Smith,3,0.019,0,0,0.02,0,0,2011-12,UCRiverside
Austin Quick,1,0,0,NA,0,0,NA,2011-12,UCRiverside
Total,95,0.14,0.10800000000000001,0.485,0.034,0.035,0.34600000000000003,2011-12,UCRiverside
