name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Dylan Ostekowski,33,0.28300000000000003,0.264,0.5,0.122,0.111,0.4,2014-15
Payton Henson,22,0.28,0.28600000000000003,0.5710000000000001,0.031,0,0,2014-15
Tre Drye,19,0.204,0.2,0.474,0,0,NA,2014-15
Ryan Smith,11,0.22399999999999998,0.28,0.636,0,0,NA,2014-15
Jay Hook,9,0.125,0.154,0.667,0.05,0,0,2014-15
Louis Dabney,8,0.07400000000000001,0.087,0.4,0.016,0.02,0.5,2014-15
Cameron Reynolds,5,0.4,0.5710000000000001,1,0.05,0.111,1,2014-15
Jonathan Stark,5,0.012,0.02,1,0.024,0.025,0.33299999999999996,2014-15
Kajon Mack,5,0.125,0.125,0.6,0,0,NA,2014-15
Josh Hearlihy,3,0.154,0.4,1,0.083,0,0,2014-15
Aaron Liberman,2,0.28600000000000003,0.2,0.5,NA,NA,NA,2014-15
Total,122,0.16899999999999998,0.184,0.5670000000000001,0.032,0.027999999999999997,0.33299999999999996,2014-15
