name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Hayden Dalton,15,0.10099999999999999,0.094,0.6,0.038,0.049,0.5,2017-18
Alan Herndon,14,0.134,0.114,0.6920000000000001,0.019,0,0,2017-18
Andrew Moemeka,8,0.28,0.312,0.7140000000000001,0.083,0,0,2017-18
Louis Adams,7,0.069,0.07,0.5710000000000001,0,0,NA,2017-18
Justin James,6,0.026000000000000002,0.02,0.5,0.012,0.015,0.5,2017-18
AKA,4,0.222,0.28600000000000003,1,0,0,NA,2017-18
Jordan Naughton,1,0.2,0,0,0,0,NA,2017-18
Nyaires Redding,1,0.045,0.1,1,0,0,NA,2017-18
Austin Mueller,1,1,NA,0,0,0,NA,2017-18
Brodricks Jones,1,NA,NA,NA,0.1,0,0,2017-18
Cody Kelley,1,0.024,0,0,0,0,NA,2017-18
Total,59,0.08,0.079,0.633,0.019,0.017,0.33299999999999996,2017-18
