name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Travon Harper,15,0.135,0.18,0.75,0.054000000000000006,0,0,2016-17
Devin Berry,12,0.21600000000000003,0.214,0.375,0.10300000000000001,0,0,2016-17
Trent Steen,10,0.08900000000000001,0.111,0.857,0.021,0.033,0.667,2016-17
Kennedy McKinney,7,0.078,0.07,0.5,0.027999999999999997,0.125,1,2016-17
Deshon Bayless,6,0.111,0.133,0.8,0.022000000000000002,0.071,1,2016-17
Artavious McDyess,3,0.125,0.33299999999999996,1,0.33299999999999996,0.5,0.5,2016-17
"TOLIVER,JOERANDLE",3,0.158,0.182,0.667,0,NA,NA,2016-17
Marquis Cunningham,2,0.083,0,0,0.027999999999999997,0,0,2016-17
Ghiavonni Robinson,2,0.013999999999999999,0.025,1,0.023,0,0,2016-17
Cedric Turner,1,0,0,NA,0.2,NA,0,2016-17
Charles Jackson,1,0.053,0.125,1,0,0,NA,2016-17
Jaquan Lynch,1,0,0,NA,0.009000000000000001,0.027000000000000003,1,2016-17
Marcus Wallace,1,0,0,NA,0.067,0,0,2016-17
Total,64,0.085,0.1,0.667,0.033,0.032,0.316,2016-17
