name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Jordan Bruner,26,0.215,0.22899999999999998,0.826,0.059000000000000004,0.062,0.33299999999999996,2018-19,Yale
Paul Atkinson,24,0.183,0.184,0.826,0.04,0,0,2018-19,Yale
Blake Reynolds,5,0.043,0.043,0.75,0,0,NA,2018-19,Yale
Wyatt Yess,3,0.5,0,0,NA,NA,NA,2018-19,Yale
Austin Williams,3,0.33299999999999996,0.375,1,0,0,NA,2018-19,Yale
Jameel Alausa,3,0.375,0.4,0.667,0,0,NA,2018-19,Yale
Miye Oni,2,0.013999999999999999,0.012,0.5,0,0,NA,2018-19,Yale
Matthue Cotton,2,0.25,0.5,1,0.2,0,0,2018-19,Yale
Alex Copeland,2,0.011000000000000001,0.017,1,0,0,NA,2018-19,Yale
Eric Monroe,2,0.25,0,0,0.2,0,0,2018-19,Yale
Isaiah Kelly,1,0.111,0.16699999999999998,1,0,0,NA,2018-19,Yale
Jake Lanford,1,1,1,1,NA,NA,NA,2018-19,Yale
Thomas Ryan,1,0.5,NA,0,NA,NA,NA,2018-19,Yale
Total,75,0.092,0.105,0.7609999999999999,0.013000000000000001,0.006,0.16699999999999998,2018-19,Yale
