start_of_poss,percent_of_initial_attempts,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_shots_2pt_jumpers,fg_percent_2pt_jumpers,percent_shots_3pt,fg_percent_3pt,season
"Rebound, 0-10 s",0.18,0.581,0.47100000000000003,0.654,0.17,0.327,0.36,0.40399999999999997,2018-19
"Rebound, 11-30 s",0.226,0.522,0.377,0.628,0.298,0.306,0.325,0.39799999999999996,2018-19
"Opp score, 0-10 s",0.032,0.765,0.373,0.895,0.098,0.8,0.529,0.444,2018-19
"Opp score, 11-30 s",0.39899999999999997,0.504,0.285,0.634,0.319,0.434,0.396,0.311,2018-19
"Steal, 0-10 s",0.055,0.753,0.809,0.8190000000000001,0.045,0.5,0.146,0.308,2018-19
"Steal, 11-30 s",0.015,0.688,0.16699999999999998,0.75,0.375,0.667,0.45799999999999996,0.455,2018-19
Transition,0.267,0.639,0.529,0.727,0.135,0.379,0.336,0.40299999999999997,2018-19
