name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Mitchell Solomon,35,0.32299999999999995,0.391,0.871,0.047,0.025,0.25,2017-18
Cameron McGriff,20,0.254,0.22699999999999998,0.588,0.026000000000000002,0.032,0.5,2017-18
Tavarius Shine,16,0.16399999999999998,0.159,0.583,0.043,0.067,0.5,2017-18
Jeffrey Carroll,15,0.10099999999999999,0.107,0.615,0.012,0.04,1,2017-18
Kendall Smith,8,0.069,0.053,0.375,0,0,NA,2017-18
III Waters,7,0.109,0.10300000000000001,0.6,0.018000000000000002,0.038,1,2017-18
Yankuba Sima,6,0.14300000000000002,0.091,0.33299999999999996,0,0,NA,2017-18
Davon Dillard,1,0.2,0.25,1,0,0,NA,2017-18
Lucas N'Guessan,1,0.059000000000000004,0.1,1,0,0,NA,2017-18
Total,109,0.14300000000000002,0.158,0.66,0.013999999999999999,0.018000000000000002,0.5,2017-18
