name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Chris Cokley,25,0.157,0.14400000000000002,0.636,0.021,0,0,2016-17
Tosin Mehinti,20,0.20800000000000002,0.25,0.688,0.062,0.16,1,2016-17
William Lee,19,0.172,0.19699999999999998,0.875,0.033,0.059000000000000004,0.667,2016-17
Tyler Madison,13,0.22399999999999998,0.2,0.615,0,0,NA,2016-17
Javien Williams,11,0.154,0.17600000000000002,0.6,0.043,0.2,1,2016-17
Dirk Williams,5,0.053,0.043,0.5,0.022000000000000002,0.071,1,2016-17
Thomas Smallwood,5,0.33299999999999996,0.25,0.5,0.25,0,0,2016-17
Hakeem Baxter,4,0.043,0.062,0.667,0.021,0,0,2016-17
Deion Lavender,4,0.023,0.02,0.5,0.036000000000000004,0,0,2016-17
Total,106,0.125,0.135,0.667,0.032,0.043,0.5,2016-17
