start_of_poss,percent_of_initial_attempts,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_shots_2pt_jumpers,fg_percent_2pt_jumpers,percent_shots_3pt,fg_percent_3pt,season
"Rebound, 0-10 s",0.136,0.5429999999999999,0.42,0.62,0.114,0.44,0.466,0.33299999999999996,2016-17
"Rebound, 11-30 s",0.207,0.499,0.314,0.59,0.293,0.408,0.392,0.32799999999999996,2016-17
"Score, 0-10 s",0.063,0.52,0.33299999999999996,0.618,0.21600000000000003,0.364,0.451,0.348,2016-17
"Score, 11-30 s",0.396,0.505,0.308,0.594,0.31,0.379,0.382,0.35700000000000004,2016-17
"Steal, 0-10 s",0.068,0.679,0.67,0.795,0.064,0.14300000000000002,0.266,0.345,2016-17
"Steal, 11-30 s",0.019,0.742,0.32299999999999995,1,0.258,0.5,0.419,0.462,2016-17
Transition,0.267,0.5720000000000001,0.46299999999999997,0.6829999999999999,0.126,0.37,0.41200000000000003,0.33899999999999997,2016-17
