name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Will Rayman,25,0.163,0.165,0.609,0.022000000000000002,0,0,2019-20
Rapolas Ivanauskas,22,0.128,0.109,0.526,0.021,0,0,2019-20
Keegan Records,14,0.14,0.129,0.615,0.091,0.25,1,2019-20
Tucker Richardson,8,0.07200000000000001,0.042,0.4,0.079,0.053,0.33299999999999996,2019-20
Jordan Burns,6,0.043,0.032,0.4,0.011000000000000001,0,0,2019-20
Jack Ferguson,5,0.059000000000000004,0.03,0.33299999999999996,0,0,NA,2019-20
Nelly Cummings,2,0.024,0,0,0,0,NA,2019-20
David Maynard,2,0.2,0.33299999999999996,1,0.16699999999999998,0.33299999999999996,1,2019-20
Milan Williams,1,0.33299999999999996,0.5,1,0,0,NA,2019-20
Zach Light,1,0.2,0.25,1,0,0,NA,2019-20
Ryan Moffatt,1,0.091,0,0,0,0,NA,2019-20
Total,87,0.102,0.09,0.541,0.025,0.02,0.3,2019-20
