name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Garrett Gilkeson,18,0.154,0.14800000000000002,0.5,0.024,0,0,2018-19
Myles Lewis,14,0.078,0.071,0.5379999999999999,0,0,NA,2018-19
Tyler Creammer,13,0.153,0.135,0.556,0.09300000000000001,0.077,0.25,2018-19
Jake Stephens,6,0.122,0.14300000000000002,0.8,0.048,0.1,1,2018-19
Sarju Patel,5,0.08,0.061,0.5,0,0,NA,2018-19
Greg Parham,4,0.027999999999999997,0.059000000000000004,1,0.028999999999999998,0,0,2018-19
Connor Arnold,3,0.429,0,0,0,0,NA,2018-19
Will Miller,1,0,0,NA,0.14300000000000002,0,0,2018-19
Tragen Fahl,1,0.2,0,0,0,0,NA,2018-19
Bubba Parham,1,0,0,NA,0,0,NA,2018-19
Ta'Vonne Bond,1,0.055999999999999994,0.083,1,0,0,NA,2018-19
Total,67,0.092,0.083,0.528,0.018000000000000002,0.011000000000000001,0.222,2018-19
