name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Manny Patterson,21,0.27899999999999997,0.275,0.579,0.042,0,0,2017-18
Khalil Small,20,0.126,0.18100000000000002,0.812,0.021,0.013000000000000001,0.25,2017-18
David Jesperson,7,0.175,0.231,0.857,0,0,NA,2017-18
Sukhjot Bains,6,0.10400000000000001,0.1,0.6,0.091,1,1,2017-18
Sandy Cohen III,6,0.025,0.018000000000000002,0.5,0.025,0.033,0.5,2017-18
Kameron Hankerson,4,0.027999999999999997,0.024,0.5,0.011000000000000001,0.027000000000000003,1,2017-18
Pj Pipes,4,0.047,0.087,1,0.026000000000000002,0,0,2017-18
TJ Parham,3,0.065,0,0,0.028999999999999998,0.111,1,2017-18
Will Chevalier,3,0.33299999999999996,0.25,0.33299999999999996,0,0,NA,2017-18
Trevian Bell,2,0.065,0.062,0.5,0,0,NA,2017-18
Total,76,0.106,0.11800000000000001,0.65,0.02,0.021,0.385,2017-18
