shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.33299999999999996,0.626,0.071,0.674,2017-18,MississippiVal.
2pt Jumpers,0.257,0.441,0.026000000000000002,0.45299999999999996,2017-18,MississippiVal.
3pt Shots,0.41,0.368,0.001,0.369,2017-18,MississippiVal.
