shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.35100000000000003,0.63,0.08800000000000001,0.691,2015-16,Bryant
2pt Jumpers,0.245,0.377,0.039,0.39299999999999996,2015-16,Bryant
3pt Shots,0.40399999999999997,0.331,0.009000000000000001,0.33399999999999996,2015-16,Bryant
