shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.456,0.536,0.099,0.595,2016-17,Akron
2pt Jumpers,0.212,0.368,0.048,0.387,2016-17,Akron
3pt Shots,0.332,0.365,0.004,0.366,2016-17,Akron
