shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.431,0.521,0.149,0.612,2013-14,LouisianaTech
2pt Jumpers,0.294,0.35600000000000004,0.079,0.387,2013-14,LouisianaTech
3pt Shots,0.275,0.312,0.006999999999999999,0.314,2013-14,LouisianaTech
