name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Hassan Martin,41,0.215,0.205,0.649,0.06,0.069,0.5,2014-15,RhodeIsland
Gilvydas Biruta,37,0.28300000000000003,0.313,0.765,0.057999999999999996,0.111,0.667,2014-15,RhodeIsland
Jarelle Reischel,14,0.262,0.3,0.818,0.25,0,0,2014-15,RhodeIsland
T.J. Buchanan,13,0.159,0.1,0.364,0.040999999999999995,0,0,2014-15,RhodeIsland
E.C. Matthews,9,0.035,0.045,0.75,0.021,0.026000000000000002,0.5,2014-15,RhodeIsland
Earl Watson,8,0.171,0.154,0.5710000000000001,0.077,0,0,2014-15,RhodeIsland
"MINNIS,BIGGIE",7,0.08,0.115,0.75,0.048,0,0,2014-15,RhodeIsland
Jared Terrell,4,0.043,0.022000000000000002,0.25,0,0,NA,2014-15,RhodeIsland
Ifeanyi Onyekaba,1,0,NA,NA,0.5,NA,0,2014-15,RhodeIsland
Jarvis Garrett,1,0,0,NA,0.019,0.059000000000000004,1,2014-15,RhodeIsland
Matthew Butler,1,0.2,0,0,0,0,NA,2014-15,RhodeIsland
Total,136,0.15,0.161,0.655,0.038,0.035,0.316,2014-15,RhodeIsland
