name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Glenn Powell,38,0.22899999999999998,0.20199999999999999,0.6,0.027000000000000003,0,0,2011-12,Jacksonville
Delwan Graham,27,0.17,0.155,0.529,0.094,0.14300000000000002,0.5,2011-12,Jacksonville
Tevin Galvin,15,0.237,0.243,0.643,0.05,0,0,2011-12,Jacksonville
Shamile Jeffers,11,0.257,0.22699999999999998,0.556,0.16699999999999998,0.4,1,2011-12,Jacksonville
Keith McDougald,10,0.163,0.136,0.429,0.042,0.042,0.33299999999999996,2011-12,Jacksonville
Russell Powell,5,0.032,0.061,1,0.017,0.023,0.5,2011-12,Jacksonville
Aloys Cabell,4,0.022000000000000002,0,0,0.021,0.032,0.5,2011-12,Jacksonville
Chris Davis,4,0.094,0.055999999999999994,0.33299999999999996,0.028999999999999998,0,0,2011-12,Jacksonville
Jake Giesler,3,0.3,0.75,1,0,0,NA,2011-12,Jacksonville
Admir Sahbegovic,3,0.154,0.4,1,0.111,1,1,2011-12,Jacksonville
Evin Graham,3,0.125,0.125,0.33299999999999996,0,0,NA,2011-12,Jacksonville
Jeremy Bogus,1,0,0,NA,0.25,NA,0,2011-12,Jacksonville
Total,124,0.156,0.159,0.5770000000000001,0.044000000000000004,0.054000000000000006,0.423,2011-12,Jacksonville
