name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Du'Vaughn Maxwell,46,0.252,0.21600000000000003,0.512,0.055999999999999994,0.069,0.4,2012-13
Emmanuel Okoroba,21,0.16,0.161,0.5,0.013000000000000001,0.036000000000000004,1,2012-13
Ke'Ron Brown,12,0.149,0.16699999999999998,0.545,0.027999999999999997,0,0,2012-13
David Bruce,10,0.188,0.21100000000000002,0.667,0.133,0.091,0.25,2012-13
Wesley Dunning,10,0.3,0.278,0.556,0.071,0,0,2012-13
Dwight Meikle,8,0.083,0.083,0.667,0.068,0.091,0.6,2012-13
Ramon Mercado,5,0.122,0.182,0.8,0,0,NA,2012-13
Deron Powers,5,0.027999999999999997,0.061,1,0.017,0.023,0.5,2012-13
Reggie Price,3,0.14300000000000002,0,0,0.222,0,0,2012-13
Dionte Adams,2,0.067,0,0,0.125,0,0,2012-13
Aaron Austin,1,0.033,0,0,0,0,NA,2012-13
Total,123,0.149,0.154,0.545,0.040999999999999995,0.043,0.364,2012-13
