name,fga,ts_percent,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_assisted_at_rim,percent_shots_2pt_j,fg_percent_2pt_jumpers,percent_assisted_2pt_j,percent_of_shots_3pt,x3fg_percent,percent_assisted_3s,fta_fga,ft_percent,season,team
Mike Smith,403,0.509,0.45,0.37200000000000005,0.54,0.111,0.233,0.287,0.111,0.395,0.308,0.531,0.33,0.8420000000000001,2017-18,Columbia
Quinton Adlesh,241,0.618,0.614,0.183,0.568,0.48,0.141,0.441,0.067,0.6759999999999999,0.442,0.792,0.079,0.684,2017-18,Columbia
Lukas Meisner,212,0.604,0.601,0.373,0.6709999999999999,0.396,0.142,0.33299999999999996,0.3,0.486,0.41700000000000004,0.93,0.198,0.595,2017-18,Columbia
Nate Hickman,206.99999999999997,0.49300000000000005,0.442,0.33799999999999997,0.44299999999999995,0.226,0.155,0.43799999999999994,0.214,0.507,0.295,0.903,0.319,0.7879999999999999,2017-18,Columbia
Gabe Stefanini,137,0.548,0.54,0.27699999999999997,0.5529999999999999,0.23800000000000002,0.307,0.33299999999999996,0.214,0.41600000000000004,0.456,0.769,0.139,0.632,2017-18,Columbia
Kyle Castlin,127,0.607,0.555,0.425,0.611,0.424,0.23600000000000002,0.5,0.133,0.33899999999999997,0.349,0.9329999999999999,0.33899999999999997,0.884,2017-18,Columbia
Jaron Faulds,89,0.58,0.596,0.64,0.7190000000000001,0.585,0.36,0.375,0.667,0,NA,NA,0.258,0.435,2017-18,Columbia
Patrick Tape,89,0.543,0.539,0.775,0.652,0.7559999999999999,0.225,0.15,1,0,NA,NA,0.315,0.536,2017-18,Columbia
Myles Hanson,64,0.44400000000000006,0.42200000000000004,0.21899999999999997,0.5710000000000001,0.375,0.109,0.14300000000000002,0,0.672,0.27899999999999997,1,0.078,1,2017-18,Columbia
Tai Bibbs,39,0.47200000000000003,0.423,0.231,0.556,0.4,0.179,0.14300000000000002,0,0.59,0.304,1,0.41,0.688,2017-18,Columbia
Peter Barba,26,0.596,0.596,0.115,0.667,0,0.077,0,NA,0.8079999999999999,0.429,1,0,NA,2017-18,Columbia
Rodney Hunter,25,0.537,0.52,0.52,0.6920000000000001,0.778,0.36,0.444,0,0.12,0,NA,0.48,0.583,2017-18,Columbia
Luke Bolster,12,0.33299999999999996,0.33299999999999996,0.16699999999999998,0.5,0,0.16699999999999998,0,NA,0.667,0.25,1,0,NA,2017-18,Columbia
Randy Brumant,9,0.58,0.556,0.778,0.5710000000000001,0,0.222,0.5,1,0,NA,NA,0.111,1,2017-18,Columbia
Jake Killingsworth,6,0.9170000000000001,0.917,0.16699999999999998,1,0,0,NA,NA,0.833,0.6,0.667,0,NA,2017-18,Columbia
Total,1686,0.549,0.522,0.36200000000000004,0.59,0.38299999999999995,0.203,0.341,0.231,0.435,0.36700000000000005,0.807,0.24100000000000002,0.74,2017-18,Columbia
