name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Tyler Harris,37,0.171,0.217,0.742,0.064,0.077,0.33299999999999996,2015-16
Cinmeon Bowers,26,0.147,0.17300000000000001,0.591,0.062,0.077,0.25,2015-16
Horace Spencer,25,0.222,0.244,0.556,0.10300000000000001,0.045,0.14300000000000002,2015-16
TJ Lang,7,0.158,0.2,0.667,0.154,0.33299999999999996,1,2015-16
Bryce Brown,5,0.083,0,0,0.028999999999999998,0,0,2015-16
T.J. Dunans,2,0.02,0.028999999999999998,1,0,0,NA,2015-16
Jordon Granger,2,0.042,0,0,0.2,0.25,1,2015-16
New Williams,1,0.14300000000000002,0.5,1,0,NA,NA,2015-16
BOWERS,1,0.16699999999999998,0,0,0,NA,NA,2015-16
Total,106,0.127,0.152,0.625,0.054000000000000006,0.057,0.33299999999999996,2015-16
