shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.379,0.563,0.124,0.643,2019-20,NCState
2pt Jumpers,0.29100000000000004,0.371,0.09,0.408,2019-20,NCState
3pt Shots,0.32899999999999996,0.318,0.006999999999999999,0.32,2019-20,NCState
