name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Bam Bowman,29,0.248,0.254,0.586,0,0,NA,2018-19
Aleks Abrams,13,0.35700000000000004,0.43799999999999994,0.7,0.25,0,0,2018-19
Jalen Adaway,10,0.087,0.085,0.667,0.028999999999999998,0.034,0.5,2018-19
Nike Sibande,10,0.057999999999999996,0.062,0.5710000000000001,0.028999999999999998,0.04,0.5,2018-19
Dalonte Brown,7,0.075,0.10300000000000001,0.857,0,0,NA,2018-19
Darrian Ringo,6,0.06,0.043,0.4,0,0,NA,2018-19
Precious Ayah,4,0.21100000000000002,0.231,0.75,0,0,NA,2018-19
Mekhi Lairy,3,0,0,NA,0.05,0.036000000000000004,0.33299999999999996,2018-19
Abdoulaye Harouna,3,0.031,0.053,1,0.057,0.083,0.5,2018-19
Elijah McNamara,2,0.1,0.16699999999999998,1,0,0,NA,2018-19
Milos Jovic,1,0,0,NA,0,0,NA,2018-19
Total,88,0.111,0.121,0.643,0.031,0.028999999999999998,0.33299999999999996,2018-19
