start_of_poss,percent_of_initial_attempts,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_shots_2pt_jumpers,fg_percent_2pt_jumpers,percent_shots_3pt,fg_percent_3pt,season
"Rebound, 0-10 s",0.122,0.56,0.42200000000000004,0.56,0.20600000000000002,0.293,0.37200000000000005,0.473,2015-16
"Rebound, 11-30 s",0.23,0.54,0.27,0.594,0.313,0.419,0.41700000000000004,0.397,2015-16
"Score, 0-10 s",0.049,0.563,0.36700000000000005,0.517,0.19,0.467,0.44299999999999995,0.429,2015-16
"Score, 11-30 s",0.42,0.534,0.262,0.542,0.297,0.40399999999999997,0.442,0.41100000000000003,2015-16
"Steal, 0-10 s",0.046,0.6,0.7070000000000001,0.7170000000000001,0.08,0.16699999999999998,0.213,0.25,2015-16
"Steal, 11-30 s",0.025,0.55,0.3,0.75,0.4,0.43799999999999994,0.3,0.33299999999999996,2015-16
Transition,0.217,0.569,0.47,0.602,0.17600000000000002,0.32299999999999995,0.354,0.43200000000000005,2015-16
