name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Rodney Williams,34,0.18100000000000002,0.175,0.774,0.028999999999999998,0,0,2011-12
Elliott Eliason,21,0.353,0.455,0.833,0.08800000000000001,0.091,0.33299999999999996,2011-12
Ralph Sampson III,21,0.31,0.273,0.667,0.024,0,0,2011-12
Austin Hollins,14,0.149,0.157,0.8,0.061,0,0,2011-12
Joe Coleman,12,0.08,0.109,0.857,0.078,0,0,2011-12
Oto Osenieks,11,0.34600000000000003,0.235,0.444,0.07400000000000001,0,0,2011-12
Gerald Chip Armelin,10,0.132,0.091,0.429,0.032,0,0,2011-12
Andre Ingram,10,0.2,0.23800000000000002,0.833,0.308,0,0,2011-12
Trevor Mbakwe,9,0.222,0.26899999999999996,0.875,0.083,0,0,2011-12
Andre Hollins,4,0.057,0.065,0.667,0.013000000000000001,0,0,2011-12
Julian Welch,4,0.036000000000000004,0.053,1,0.012,0.033,1,2011-12
Maverick Ahanmisi,1,0.037000000000000005,0,0,0,0,NA,2011-12
Chris Halvorsen,1,0,NA,NA,1,NA,0,2011-12
Total,152,0.168,0.175,0.733,0.043,0.01,0.067,2011-12
