name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Maurius Hill,20,0.193,0.207,0.706,0.022000000000000002,0,0,2016-17,LittleRock
Lis Shoshi,19,0.23399999999999999,0.231,0.667,0.012,0,0,2016-17,LittleRock
Oliver Black,16,0.21100000000000002,0.25,0.8,0.037000000000000005,0.16699999999999998,1,2016-17,LittleRock
Jalen Jackson,13,0.138,0.157,0.727,0.015,0.02,0.5,2016-17,LittleRock
Andre Jones,6,0.11900000000000001,0.154,0.8,0.053,0,0,2016-17,LittleRock
Ben Marcus,5,0.105,0.04,0.25,0.111,0.5,1,2016-17,LittleRock
Kemy Osse,3,0.125,0,0,0,0,NA,2016-17,LittleRock
Stetson Billings,3,0.055999999999999994,0,0,0.091,0,0,2016-17,LittleRock
Deondre Burns,2,0.028999999999999998,0,0,0.019,0.038,1,2016-17,LittleRock
Total,87,0.135,0.14,0.653,0.019,0.018000000000000002,0.364,2016-17,LittleRock
