name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Sean O'Brien,23,0.13699999999999998,0.14400000000000002,0.7,0.040999999999999995,0,0,2015-16,SouthernIll.
Bola Olaniyan,11,0.09,0.12300000000000001,0.875,0.067,0.11800000000000001,0.667,2015-16,SouthernIll.
Armon Fletcher,10,0.231,0.304,0.778,0.083,0,0,2015-16,SouthernIll.
Ibby Djimde,6,0.278,0.375,0.6,0.038,0.083,1,2015-16,SouthernIll.
Anthony Beane,5,0.049,0.038,0.5,0.006,0,0,2015-16,SouthernIll.
Deng Leek,4,0.375,0.75,1,0.25,0.25,1,2015-16,SouthernIll.
Rudy Stradneiks,3,0.28600000000000003,0,0,0.111,0,0,2015-16,SouthernIll.
Sean Lloyd,3,0.5,1,0.33299999999999996,0,NA,NA,2015-16,SouthernIll.
Austin Weiher,3,0.188,0.25,1,0,0,NA,2015-16,SouthernIll.
Tyler Smithpeters,1,0,0,NA,0,0,NA,2015-16,SouthernIll.
Leo Vincent,1,0,0,NA,0,0,NA,2015-16,SouthernIll.
Total,70,0.10300000000000001,0.122,0.7020000000000001,0.025,0.025,0.364,2015-16,SouthernIll.
