name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Tyere Marshall,39,0.214,0.23199999999999998,0.595,0.022000000000000002,0.027000000000000003,0.5,2018-19,Rider
Dimencio Vaughn,19,0.171,0.222,0.7140000000000001,0.102,0.05,0.2,2018-19,Rider
Frederick Scott,17,0.121,0.15,0.706,0,0,NA,2018-19,Rider
Devine Eke,14,0.182,0.23800000000000002,0.833,1,1,0.5,2018-19,Rider
Anthony Durham,14,0.16,0.209,0.75,0.057,0.11800000000000001,1,2018-19,Rider
Stevie Jordan,9,0.059000000000000004,0.08,0.857,0.035,0.05,0.5,2018-19,Rider
Jordan Allen,6,0.111,0.053,0.25,0.032,0.083,1,2018-19,Rider
Kimar Williams,4,0.052000000000000005,0.098,1,0,0,NA,2018-19,Rider
Ahmad Gilbert,4,0.17600000000000002,0.2,0.667,0,0,NA,2018-19,Rider
Ajiri Ogemuno-Johnson,2,0.057,0.083,1,0,0,NA,2018-19,Rider
Total,128,0.135,0.163,0.696,0.038,0.055999999999999994,0.5,2018-19,Rider
