shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.374,0.603,0.087,0.6609999999999999,2019-20,LoyolaMaryland
2pt Jumpers,0.231,0.37,0.047,0.38799999999999996,2019-20,LoyolaMaryland
3pt Shots,0.395,0.325,0.008,0.32799999999999996,2019-20,LoyolaMaryland
