name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Andrew Fitzgerald,32,0.29100000000000004,0.267,0.64,0.027999999999999997,0.04,0.5710000000000001,2011-12
Romero Osby,29,0.188,0.20199999999999999,0.654,0.021,0.018000000000000002,0.33299999999999996,2011-12
C.J. Washington,16,0.43799999999999994,0.368,0.5,0.083,0.14300000000000002,0.5,2011-12
Cameron Clark,13,0.08,0.083,0.75,0.047,0.03,0.222,2011-12
Casey Arent,11,0.47600000000000003,0.583,0.7,0.111,NA,0,2011-12
Steven Pledger,11,0.159,0.226,1,0.02,0.03,0.667,2011-12
Sam Grooms,3,0.038,0.027000000000000003,0.33299999999999996,0,0,NA,2011-12
Carl Blair,2,0.048,0,0,0.053,0,0,2011-12
Tyler Neal,2,0.14300000000000002,0.111,0.5,0,0,NA,2011-12
Barry Honore,1,0.25,0.33299999999999996,1,0,0,NA,2011-12
Total,120,0.185,0.195,0.645,0.027999999999999997,0.028999999999999998,0.385,2011-12
