shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.385,0.611,0.06,0.65,2017-18,NorthernIll.
2pt Jumpers,0.207,0.387,0.026000000000000002,0.397,2017-18,NorthernIll.
3pt Shots,0.409,0.358,0.006999999999999999,0.361,2017-18,NorthernIll.
