shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.34,0.5489999999999999,0.158,0.653,2016-17
2pt Jumpers,0.315,0.32299999999999995,0.091,0.355,2016-17
3pt Shots,0.345,0.33299999999999996,0.011000000000000001,0.337,2016-17
